data,produto,preco,promocao,vendas
2023-06-18,Chocolate,48.76,0,100
2023-06-18,Biscoito,16.89,0,71
2023-06-18,Leite,33.62,0,62
2023-06-18,Refrigerante,25.4,0,62
2023-06-18,Pão,20.98,0,54
2023-06-18,Arroz,44.36,0,21
2023-06-18,Feijão,43.28,0,72
2023-06-18,Café,19.26,0,81
2023-06-18,Açúcar,48.27,0,50
2023-06-18,Manteiga,9.97,0,72
2023-06-19,Chocolate,29.09,0,63
2023-06-19,Biscoito,20.02,0,30
2023-06-19,Leite,9.49,0,78
2023-06-19,Refrigerante,10.89,0,64
2023-06-19,Pão,47.11,0,29
2023-06-19,Arroz,48.89,0,32
2023-06-19,Feijão,15.53,0,49
2023-06-19,Café,23.23,0,31
2023-06-19,Açúcar,22.44,0,69
2023-06-19,Manteiga,21.5,0,23
2023-06-20,Chocolate,18.0,0,86
2023-06-20,Biscoito,8.84,0,77
2023-06-20,Leite,42.69,0,28
2023-06-20,Refrigerante,15.2,0,15
2023-06-20,Pão,36.04,0,62
2023-06-20,Arroz,17.38,0,49
2023-06-20,Feijão,21.66,0,61
2023-06-20,Café,28.96,0,48
2023-06-20,Açúcar,19.17,0,37
2023-06-20,Manteiga,8.73,0,29
2023-06-21,Chocolate,19.79,0,39
2023-06-21,Biscoito,39.59,0,47
2023-06-21,Leite,5.44,0,47
2023-06-21,Refrigerante,47.15,0,25
2023-06-21,Pão,11.72,0,15
2023-06-21,Arroz,42.57,0,25
2023-06-21,Feijão,45.33,0,29
2023-06-21,Café,33.3,0,29
2023-06-21,Açúcar,7.36,0,25
2023-06-21,Manteiga,45.65,0,66
2023-06-22,Chocolate,46.72,1,49
2023-06-22,Biscoito,45.99,0,78
2023-06-22,Leite,41.55,0,58
2023-06-22,Refrigerante,32.7,0,71
2023-06-22,Pão,22.2,0,36
2023-06-22,Arroz,9.21,0,40
2023-06-22,Feijão,7.41,0,43
2023-06-22,Café,27.41,0,46
2023-06-22,Açúcar,31.68,0,40
2023-06-22,Manteiga,39.35,0,34
2023-06-23,Chocolate,36.99,0,50
2023-06-23,Biscoito,41.87,0,69
2023-06-23,Leite,23.61,0,30
2023-06-23,Refrigerante,22.99,0,60
2023-06-23,Pão,18.42,1,117
2023-06-23,Arroz,8.4,0,19
2023-06-23,Feijão,43.24,0,52
2023-06-23,Café,10.96,0,41
2023-06-23,Açúcar,29.15,0,35
2023-06-23,Manteiga,41.22,0,78
2023-06-24,Chocolate,20.69,1,114
2023-06-24,Biscoito,25.5,0,63
2023-06-24,Leite,15.64,0,28
2023-06-24,Refrigerante,22.42,0,43
2023-06-24,Pão,9.56,0,35
2023-06-24,Arroz,32.3,0,46
2023-06-24,Feijão,6.64,0,51
2023-06-24,Café,43.64,0,61
2023-06-24,Açúcar,8.43,0,47
2023-06-24,Manteiga,41.4,0,58
2023-06-25,Chocolate,25.44,0,60
2023-06-25,Biscoito,5.81,0,56
2023-06-25,Leite,35.97,0,90
2023-06-25,Refrigerante,42.32,0,52
2023-06-25,Pão,17.28,0,71
2023-06-25,Arroz,23.18,0,38
2023-06-25,Feijão,35.47,0,60
2023-06-25,Café,27.39,0,94
2023-06-25,Açúcar,21.43,0,69
2023-06-25,Manteiga,7.62,0,80
2023-06-26,Chocolate,30.7,0,46
2023-06-26,Biscoito,5.83,0,9
2023-06-26,Leite,17.74,0,51
2023-06-26,Refrigerante,21.05,0,19
2023-06-26,Pão,6.96,0,58
2023-06-26,Arroz,49.92,0,57
2023-06-26,Feijão,16.78,0,76
2023-06-26,Café,14.54,0,56
2023-06-26,Açúcar,13.61,0,26
2023-06-26,Manteiga,5.49,0,23
2023-06-27,Chocolate,39.78,0,54
2023-06-27,Biscoito,26.69,0,69
2023-06-27,Leite,26.54,0,37
2023-06-27,Refrigerante,35.21,0,65
2023-06-27,Pão,5.23,0,61
2023-06-27,Arroz,16.92,0,45
2023-06-27,Feijão,33.17,0,51
2023-06-27,Café,39.65,0,44
2023-06-27,Açúcar,17.62,0,53
2023-06-27,Manteiga,25.78,0,44
2023-06-28,Chocolate,38.17,0,56
2023-06-28,Biscoito,43.69,0,50
2023-06-28,Leite,17.42,0,30
2023-06-28,Refrigerante,26.42,0,74
2023-06-28,Pão,25.52,0,38
2023-06-28,Arroz,40.1,0,18
2023-06-28,Feijão,26.51,0,41
2023-06-28,Café,32.23,0,43
2023-06-28,Açúcar,39.08,0,57
2023-06-28,Manteiga,10.9,0,24
2023-06-29,Chocolate,16.93,0,73
2023-06-29,Biscoito,10.07,0,64
2023-06-29,Leite,27.08,0,67
2023-06-29,Refrigerante,25.53,0,69
2023-06-29,Pão,8.21,0,77
2023-06-29,Arroz,37.16,0,48
2023-06-29,Feijão,29.69,0,70
2023-06-29,Café,45.28,0,81
2023-06-29,Açúcar,29.59,0,33
2023-06-29,Manteiga,24.91,0,66
2023-06-30,Chocolate,44.94,0,74
2023-06-30,Biscoito,34.79,0,71
2023-06-30,Leite,45.75,1,62
2023-06-30,Refrigerante,7.52,0,40
2023-06-30,Pão,12.33,0,59
2023-06-30,Arroz,46.82,0,21
2023-06-30,Feijão,29.86,0,27
2023-06-30,Café,41.77,0,38
2023-06-30,Açúcar,41.27,0,23
2023-06-30,Manteiga,10.68,0,53
2023-07-01,Chocolate,6.34,0,58
2023-07-01,Biscoito,49.67,0,53
2023-07-01,Leite,9.71,0,62
2023-07-01,Refrigerante,46.75,0,83
2023-07-01,Pão,20.35,0,87
2023-07-01,Arroz,31.45,0,35
2023-07-01,Feijão,20.71,0,19
2023-07-01,Café,46.12,0,45
2023-07-01,Açúcar,40.52,0,27
2023-07-01,Manteiga,49.52,0,83
2023-07-02,Chocolate,19.43,0,89
2023-07-02,Biscoito,8.06,0,62
2023-07-02,Leite,38.22,0,57
2023-07-02,Refrigerante,7.53,0,57
2023-07-02,Pão,7.24,0,78
2023-07-02,Arroz,42.34,1,76
2023-07-02,Feijão,10.77,0,94
2023-07-02,Café,30.05,0,82
2023-07-02,Açúcar,12.3,0,65
2023-07-02,Manteiga,15.54,0,57
2023-07-03,Chocolate,29.33,0,46
2023-07-03,Biscoito,43.5,0,62
2023-07-03,Leite,45.54,0,35
2023-07-03,Refrigerante,18.43,0,69
2023-07-03,Pão,28.73,0,43
2023-07-03,Arroz,27.58,0,19
2023-07-03,Feijão,31.09,1,70
2023-07-03,Café,20.69,1,52
2023-07-03,Açúcar,6.11,0,26
2023-07-03,Manteiga,41.57,0,53
2023-07-04,Chocolate,35.87,0,39
2023-07-04,Biscoito,31.33,0,81
2023-07-04,Leite,48.68,0,79
2023-07-04,Refrigerante,21.01,0,39
2023-07-04,Pão,26.84,0,10
2023-07-04,Arroz,37.14,0,70
2023-07-04,Feijão,13.46,0,54
2023-07-04,Café,9.53,0,74
2023-07-04,Açúcar,44.95,0,17
2023-07-04,Manteiga,41.79,0,75
2023-07-05,Chocolate,14.48,0,16
2023-07-05,Biscoito,8.38,0,43
2023-07-05,Leite,48.0,0,35
2023-07-05,Refrigerante,34.29,0,62
2023-07-05,Pão,45.17,0,71
2023-07-05,Arroz,49.95,0,27
2023-07-05,Feijão,15.13,1,112
2023-07-05,Café,6.81,0,24
2023-07-05,Açúcar,22.26,0,65
2023-07-05,Manteiga,18.11,0,62
2023-07-06,Chocolate,44.19,0,11
2023-07-06,Biscoito,11.31,0,33
2023-07-06,Leite,25.1,0,55
2023-07-06,Refrigerante,37.24,0,45
2023-07-06,Pão,23.94,0,32
2023-07-06,Arroz,36.2,1,117
2023-07-06,Feijão,43.75,0,40
2023-07-06,Café,27.79,0,29
2023-07-06,Açúcar,10.84,0,27
2023-07-06,Manteiga,44.77,0,23
2023-07-07,Chocolate,15.1,1,88
2023-07-07,Biscoito,41.93,0,44
2023-07-07,Leite,38.68,0,67
2023-07-07,Refrigerante,30.22,0,50
2023-07-07,Pão,37.55,1,63
2023-07-07,Arroz,8.81,0,18
2023-07-07,Feijão,11.69,0,35
2023-07-07,Café,20.79,0,24
2023-07-07,Açúcar,18.16,0,62
2023-07-07,Manteiga,48.26,1,65
2023-07-08,Chocolate,47.38,0,47
2023-07-08,Biscoito,43.5,0,52
2023-07-08,Leite,35.4,0,47
2023-07-08,Refrigerante,33.39,0,58
2023-07-08,Pão,22.67,0,36
2023-07-08,Arroz,9.23,0,83
2023-07-08,Feijão,36.8,0,75
2023-07-08,Café,46.25,1,54
2023-07-08,Açúcar,22.75,0,85
2023-07-08,Manteiga,32.38,0,34
2023-07-09,Chocolate,37.62,1,64
2023-07-09,Biscoito,45.68,0,36
2023-07-09,Leite,13.46,0,46
2023-07-09,Refrigerante,13.05,0,49
2023-07-09,Pão,6.76,0,51
2023-07-09,Arroz,43.75,0,71
2023-07-09,Feijão,36.08,0,50
2023-07-09,Café,45.55,0,76
2023-07-09,Açúcar,32.14,0,71
2023-07-09,Manteiga,7.53,0,55
2023-07-10,Chocolate,48.85,0,72
2023-07-10,Biscoito,36.01,0,53
2023-07-10,Leite,26.76,0,47
2023-07-10,Refrigerante,8.3,0,72
2023-07-10,Pão,41.36,0,31
2023-07-10,Arroz,33.9,0,49
2023-07-10,Feijão,42.88,0,20
2023-07-10,Café,33.93,0,19
2023-07-10,Açúcar,23.68,0,17
2023-07-10,Manteiga,28.75,0,68
2023-07-11,Chocolate,47.04,0,65
2023-07-11,Biscoito,47.19,0,21
2023-07-11,Leite,30.0,0,25
2023-07-11,Refrigerante,19.03,0,45
2023-07-11,Pão,30.63,0,53
2023-07-11,Arroz,47.12,0,24
2023-07-11,Feijão,43.02,0,58
2023-07-11,Café,6.51,1,53
2023-07-11,Açúcar,7.21,0,42
2023-07-11,Manteiga,5.71,0,20
2023-07-12,Chocolate,21.5,0,26
2023-07-12,Biscoito,11.51,0,59
2023-07-12,Leite,33.79,1,51
2023-07-12,Refrigerante,38.67,0,16
2023-07-12,Pão,9.33,1,71
2023-07-12,Arroz,13.08,0,61
2023-07-12,Feijão,41.46,0,31
2023-07-12,Café,37.71,0,36
2023-07-12,Açúcar,32.17,0,29
2023-07-12,Manteiga,31.97,1,103
2023-07-13,Chocolate,5.62,0,50
2023-07-13,Biscoito,30.43,0,45
2023-07-13,Leite,44.68,0,64
2023-07-13,Refrigerante,30.97,0,34
2023-07-13,Pão,34.67,0,54
2023-07-13,Arroz,34.16,0,78
2023-07-13,Feijão,36.89,0,37
2023-07-13,Café,38.73,0,71
2023-07-13,Açúcar,45.38,0,41
2023-07-13,Manteiga,33.73,0,32
2023-07-14,Chocolate,22.98,1,94
2023-07-14,Biscoito,29.7,0,45
2023-07-14,Leite,34.35,1,99
2023-07-14,Refrigerante,25.42,0,30
2023-07-14,Pão,10.19,0,62
2023-07-14,Arroz,43.0,0,46
2023-07-14,Feijão,7.54,0,44
2023-07-14,Café,31.4,0,70
2023-07-14,Açúcar,30.51,1,39
2023-07-14,Manteiga,30.05,0,50
2023-07-15,Chocolate,20.12,1,92
2023-07-15,Biscoito,14.28,0,59
2023-07-15,Leite,25.5,0,73
2023-07-15,Refrigerante,30.57,0,58
2023-07-15,Pão,25.91,0,96
2023-07-15,Arroz,10.33,0,85
2023-07-15,Feijão,36.41,0,64
2023-07-15,Café,23.47,0,75
2023-07-15,Açúcar,13.85,0,41
2023-07-15,Manteiga,39.94,0,33
2023-07-16,Chocolate,32.49,0,31
2023-07-16,Biscoito,38.6,0,82
2023-07-16,Leite,30.39,0,58
2023-07-16,Refrigerante,23.01,1,67
2023-07-16,Pão,41.07,0,69
2023-07-16,Arroz,27.07,0,43
2023-07-16,Feijão,30.97,0,39
2023-07-16,Café,49.64,0,46
2023-07-16,Açúcar,8.94,0,58
2023-07-16,Manteiga,35.59,0,42
2023-07-17,Chocolate,35.63,0,76
2023-07-17,Biscoito,8.58,1,61
2023-07-17,Leite,33.51,0,71
2023-07-17,Refrigerante,41.98,0,54
2023-07-17,Pão,48.98,0,23
2023-07-17,Arroz,31.34,0,35
2023-07-17,Feijão,7.17,0,34
2023-07-17,Café,22.16,0,64
2023-07-17,Açúcar,37.8,1,88
2023-07-17,Manteiga,8.55,0,56
2023-07-18,Chocolate,45.22,0,76
2023-07-18,Biscoito,6.74,1,73
2023-07-18,Leite,16.76,0,30
2023-07-18,Refrigerante,49.22,0,46
2023-07-18,Pão,5.85,0,64
2023-07-18,Arroz,36.91,0,51
2023-07-18,Feijão,35.97,0,22
2023-07-18,Café,42.75,0,21
2023-07-18,Açúcar,11.16,0,75
2023-07-18,Manteiga,10.26,0,31
2023-07-19,Chocolate,16.68,0,58
2023-07-19,Biscoito,35.93,0,38
2023-07-19,Leite,30.58,1,92
2023-07-19,Refrigerante,35.33,0,60
2023-07-19,Pão,25.17,0,14
2023-07-19,Arroz,18.52,0,76
2023-07-19,Feijão,25.53,0,24
2023-07-19,Café,31.51,0,26
2023-07-19,Açúcar,23.27,0,57
2023-07-19,Manteiga,7.68,0,30
2023-07-20,Chocolate,16.05,0,63
2023-07-20,Biscoito,17.11,0,63
2023-07-20,Leite,48.79,0,52
2023-07-20,Refrigerante,26.22,0,65
2023-07-20,Pão,10.73,0,35
2023-07-20,Arroz,13.24,0,23
2023-07-20,Feijão,29.83,0,17
2023-07-20,Café,48.45,0,69
2023-07-20,Açúcar,15.71,0,57
2023-07-20,Manteiga,23.67,0,44
2023-07-21,Chocolate,19.9,0,47
2023-07-21,Biscoito,21.64,0,70
2023-07-21,Leite,40.0,1,81
2023-07-21,Refrigerante,47.78,0,56
2023-07-21,Pão,15.34,0,46
2023-07-21,Arroz,48.92,0,64
2023-07-21,Feijão,46.11,0,37
2023-07-21,Café,41.33,0,17
2023-07-21,Açúcar,7.13,0,33
2023-07-21,Manteiga,13.89,0,76
2023-07-22,Chocolate,10.64,0,43
2023-07-22,Biscoito,42.21,0,30
2023-07-22,Leite,49.52,0,85
2023-07-22,Refrigerante,42.75,0,65
2023-07-22,Pão,30.52,0,56
2023-07-22,Arroz,22.83,0,94
2023-07-22,Feijão,17.95,0,46
2023-07-22,Café,47.79,0,80
2023-07-22,Açúcar,46.45,0,81
2023-07-22,Manteiga,9.64,0,71
2023-07-23,Chocolate,27.48,0,82
2023-07-23,Biscoito,37.49,0,53
2023-07-23,Leite,5.88,0,54
2023-07-23,Refrigerante,34.29,0,63
2023-07-23,Pão,34.67,0,55
2023-07-23,Arroz,18.26,0,54
2023-07-23,Feijão,20.32,0,69
2023-07-23,Café,19.86,0,54
2023-07-23,Açúcar,36.28,0,64
2023-07-23,Manteiga,18.03,0,82
2023-07-24,Chocolate,35.76,0,41
2023-07-24,Biscoito,10.72,0,40
2023-07-24,Leite,12.09,0,46
2023-07-24,Refrigerante,37.92,0,52
2023-07-24,Pão,30.33,0,61
2023-07-24,Arroz,12.34,1,91
2023-07-24,Feijão,20.75,0,53
2023-07-24,Café,24.05,0,81
2023-07-24,Açúcar,25.33,0,73
2023-07-24,Manteiga,36.62,0,57
2023-07-25,Chocolate,7.21,0,30
2023-07-25,Biscoito,21.2,0,77
2023-07-25,Leite,46.09,0,49
2023-07-25,Refrigerante,13.13,0,53
2023-07-25,Pão,40.71,0,19
2023-07-25,Arroz,7.82,0,74
2023-07-25,Feijão,8.13,0,79
2023-07-25,Café,6.51,0,79
2023-07-25,Açúcar,6.19,0,34
2023-07-25,Manteiga,10.74,0,73
2023-07-26,Chocolate,45.39,0,66
2023-07-26,Biscoito,13.52,0,46
2023-07-26,Leite,32.8,0,77
2023-07-26,Refrigerante,26.57,0,60
2023-07-26,Pão,6.81,0,38
2023-07-26,Arroz,40.71,0,35
2023-07-26,Feijão,17.18,0,42
2023-07-26,Café,44.01,1,92
2023-07-26,Açúcar,7.67,0,48
2023-07-26,Manteiga,42.14,0,45
2023-07-27,Chocolate,30.14,0,33
2023-07-27,Biscoito,40.36,0,65
2023-07-27,Leite,20.09,1,54
2023-07-27,Refrigerante,13.09,0,76
2023-07-27,Pão,44.59,0,76
2023-07-27,Arroz,29.68,0,70
2023-07-27,Feijão,20.66,0,30
2023-07-27,Café,41.57,0,82
2023-07-27,Açúcar,5.47,0,51
2023-07-27,Manteiga,40.54,0,51
2023-07-28,Chocolate,7.83,0,42
2023-07-28,Biscoito,31.13,0,74
2023-07-28,Leite,17.48,0,42
2023-07-28,Refrigerante,12.68,0,70
2023-07-28,Pão,42.34,0,79
2023-07-28,Arroz,31.78,0,50
2023-07-28,Feijão,9.03,1,100
2023-07-28,Café,17.4,0,61
2023-07-28,Açúcar,19.27,1,102
2023-07-28,Manteiga,14.42,0,33
2023-07-29,Chocolate,27.94,0,30
2023-07-29,Biscoito,25.35,0,75
2023-07-29,Leite,39.89,0,100
2023-07-29,Refrigerante,33.37,0,33
2023-07-29,Pão,40.25,0,68
2023-07-29,Arroz,37.07,0,31
2023-07-29,Feijão,27.37,0,77
2023-07-29,Café,23.63,0,72
2023-07-29,Açúcar,29.43,0,57
2023-07-29,Manteiga,10.29,1,92
2023-07-30,Chocolate,10.18,0,38
2023-07-30,Biscoito,33.93,0,49
2023-07-30,Leite,38.43,1,93
2023-07-30,Refrigerante,47.9,0,87
2023-07-30,Pão,32.51,0,87
2023-07-30,Arroz,12.0,0,51
2023-07-30,Feijão,9.97,0,49
2023-07-30,Café,39.38,0,58
2023-07-30,Açúcar,41.46,1,95
2023-07-30,Manteiga,49.01,0,60
2023-07-31,Chocolate,11.27,0,33
2023-07-31,Biscoito,5.02,1,60
2023-07-31,Leite,48.57,0,77
2023-07-31,Refrigerante,16.35,0,57
2023-07-31,Pão,16.86,0,70
2023-07-31,Arroz,12.05,0,28
2023-07-31,Feijão,26.94,0,26
2023-07-31,Café,33.58,0,49
2023-07-31,Açúcar,22.55,0,65
2023-07-31,Manteiga,11.13,0,51
2023-08-01,Chocolate,44.52,1,47
2023-08-01,Biscoito,31.77,0,53
2023-08-01,Leite,41.14,0,48
2023-08-01,Refrigerante,21.09,1,82
2023-08-01,Pão,23.25,0,65
2023-08-01,Arroz,42.27,0,23
2023-08-01,Feijão,48.44,0,77
2023-08-01,Café,46.36,0,65
2023-08-01,Açúcar,14.09,0,23
2023-08-01,Manteiga,17.09,0,52
2023-08-02,Chocolate,35.49,1,39
2023-08-02,Biscoito,12.14,0,33
2023-08-02,Leite,14.97,0,12
2023-08-02,Refrigerante,40.89,0,30
2023-08-02,Pão,43.13,0,33
2023-08-02,Arroz,5.39,0,49
2023-08-02,Feijão,20.65,0,40
2023-08-02,Café,38.88,0,46
2023-08-02,Açúcar,25.32,0,57
2023-08-02,Manteiga,11.97,0,55
2023-08-03,Chocolate,46.0,0,66
2023-08-03,Biscoito,40.99,0,71
2023-08-03,Leite,17.76,0,49
2023-08-03,Refrigerante,29.41,0,46
2023-08-03,Pão,41.4,0,62
2023-08-03,Arroz,21.12,0,40
2023-08-03,Feijão,17.4,0,44
2023-08-03,Café,46.72,0,44
2023-08-03,Açúcar,14.62,0,18
2023-08-03,Manteiga,10.04,0,56
2023-08-04,Chocolate,29.17,0,41
2023-08-04,Biscoito,48.82,0,61
2023-08-04,Leite,27.41,0,47
2023-08-04,Refrigerante,34.42,0,66
2023-08-04,Pão,47.62,0,36
2023-08-04,Arroz,12.67,0,15
2023-08-04,Feijão,36.95,0,44
2023-08-04,Café,12.93,1,64
2023-08-04,Açúcar,35.9,0,43
2023-08-04,Manteiga,13.46,0,68
2023-08-05,Chocolate,16.87,0,77
2023-08-05,Biscoito,46.11,1,74
2023-08-05,Leite,20.74,0,44
2023-08-05,Refrigerante,45.77,0,64
2023-08-05,Pão,37.56,0,40
2023-08-05,Arroz,43.1,0,90
2023-08-05,Feijão,16.63,0,68
2023-08-05,Café,37.6,1,99
2023-08-05,Açúcar,21.02,0,76
2023-08-05,Manteiga,25.44,0,38
2023-08-06,Chocolate,8.6,1,56
2023-08-06,Biscoito,24.43,0,49
2023-08-06,Leite,27.71,0,31
2023-08-06,Refrigerante,48.1,0,80
2023-08-06,Pão,19.74,0,35
2023-08-06,Arroz,28.54,0,76
2023-08-06,Feijão,41.18,0,82
2023-08-06,Café,16.46,0,79
2023-08-06,Açúcar,23.51,0,69
2023-08-06,Manteiga,18.9,0,84
2023-08-07,Chocolate,25.35,0,63
2023-08-07,Biscoito,7.6,0,76
2023-08-07,Leite,21.04,0,38
2023-08-07,Refrigerante,39.36,0,77
2023-08-07,Pão,11.61,0,66
2023-08-07,Arroz,39.55,0,40
2023-08-07,Feijão,35.0,0,55
2023-08-07,Café,34.46,0,33
2023-08-07,Açúcar,39.17,0,60
2023-08-07,Manteiga,49.68,0,48
2023-08-08,Chocolate,44.53,1,109
2023-08-08,Biscoito,42.89,0,57
2023-08-08,Leite,23.48,0,72
2023-08-08,Refrigerante,27.64,0,73
2023-08-08,Pão,40.25,0,65
2023-08-08,Arroz,44.43,0,50
2023-08-08,Feijão,46.99,0,51
2023-08-08,Café,28.65,0,49
2023-08-08,Açúcar,36.04,0,26
2023-08-08,Manteiga,32.36,0,73
2023-08-09,Chocolate,27.76,0,66
2023-08-09,Biscoito,37.56,0,74
2023-08-09,Leite,30.45,0,33
2023-08-09,Refrigerante,15.09,0,60
2023-08-09,Pão,46.61,0,63
2023-08-09,Arroz,47.0,0,24
2023-08-09,Feijão,19.38,0,46
2023-08-09,Café,24.3,0,61
2023-08-09,Açúcar,17.26,0,21
2023-08-09,Manteiga,7.33,0,27
2023-08-10,Chocolate,47.45,0,55
2023-08-10,Biscoito,21.36,0,76
2023-08-10,Leite,33.71,0,71
2023-08-10,Refrigerante,13.81,0,55
2023-08-10,Pão,14.7,0,74
2023-08-10,Arroz,24.97,1,65
2023-08-10,Feijão,43.79,0,40
2023-08-10,Café,31.74,0,80
2023-08-10,Açúcar,43.13,0,37
2023-08-10,Manteiga,12.71,0,30
2023-08-11,Chocolate,33.96,0,49
2023-08-11,Biscoito,43.86,1,68
2023-08-11,Leite,16.98,0,43
2023-08-11,Refrigerante,30.96,0,29
2023-08-11,Pão,12.66,0,38
2023-08-11,Arroz,30.29,0,26
2023-08-11,Feijão,40.32,0,71
2023-08-11,Café,30.06,0,56
2023-08-11,Açúcar,38.13,0,64
2023-08-11,Manteiga,32.35,0,68
2023-08-12,Chocolate,12.57,0,96
2023-08-12,Biscoito,16.81,0,49
2023-08-12,Leite,25.5,0,33
2023-08-12,Refrigerante,35.97,0,74
2023-08-12,Pão,33.9,0,80
2023-08-12,Arroz,12.44,0,75
2023-08-12,Feijão,46.94,0,48
2023-08-12,Café,30.16,0,85
2023-08-12,Açúcar,12.27,0,73
2023-08-12,Manteiga,34.68,0,90
2023-08-13,Chocolate,39.67,0,44
2023-08-13,Biscoito,40.77,0,73
2023-08-13,Leite,9.56,0,58
2023-08-13,Refrigerante,10.63,0,90
2023-08-13,Pão,15.99,0,30
2023-08-13,Arroz,30.97,0,78
2023-08-13,Feijão,49.31,0,56
2023-08-13,Café,34.87,0,37
2023-08-13,Açúcar,24.46,0,83
2023-08-13,Manteiga,47.78,1,118
2023-08-14,Chocolate,14.9,1,76
2023-08-14,Biscoito,13.01,0,49
2023-08-14,Leite,27.73,0,26
2023-08-14,Refrigerante,34.71,0,58
2023-08-14,Pão,40.29,0,46
2023-08-14,Arroz,38.56,0,80
2023-08-14,Feijão,38.97,0,59
2023-08-14,Café,41.11,0,29
2023-08-14,Açúcar,24.48,0,69
2023-08-14,Manteiga,10.39,0,39
2023-08-15,Chocolate,8.88,0,70
2023-08-15,Biscoito,12.11,0,78
2023-08-15,Leite,11.09,0,54
2023-08-15,Refrigerante,27.19,0,17
2023-08-15,Pão,29.3,1,95
2023-08-15,Arroz,23.1,0,64
2023-08-15,Feijão,16.28,1,97
2023-08-15,Café,22.68,0,48
2023-08-15,Açúcar,31.32,0,33
2023-08-15,Manteiga,38.58,0,36
2023-08-16,Chocolate,16.35,0,48
2023-08-16,Biscoito,26.66,0,75
2023-08-16,Leite,13.93,1,61
2023-08-16,Refrigerante,23.89,0,45
2023-08-16,Pão,42.54,0,56
2023-08-16,Arroz,27.32,0,55
2023-08-16,Feijão,34.53,0,60
2023-08-16,Café,45.9,0,73
2023-08-16,Açúcar,21.59,1,63
2023-08-16,Manteiga,16.97,0,21
2023-08-17,Chocolate,6.43,0,64
2023-08-17,Biscoito,31.56,0,20
2023-08-17,Leite,5.26,0,57
2023-08-17,Refrigerante,35.24,0,65
2023-08-17,Pão,37.78,0,30
2023-08-17,Arroz,29.2,0,48
2023-08-17,Feijão,30.68,0,66
2023-08-17,Café,28.05,0,36
2023-08-17,Açúcar,27.55,0,73
2023-08-17,Manteiga,29.97,0,34
2023-08-18,Chocolate,23.11,0,56
2023-08-18,Biscoito,33.55,0,59
2023-08-18,Leite,28.95,0,63
2023-08-18,Refrigerante,28.44,0,36
2023-08-18,Pão,10.42,0,32
2023-08-18,Arroz,38.05,0,40
2023-08-18,Feijão,33.13,0,57
2023-08-18,Café,36.3,0,61
2023-08-18,Açúcar,11.26,0,52
2023-08-18,Manteiga,29.05,0,57
2023-08-19,Chocolate,37.26,0,56
2023-08-19,Biscoito,21.06,0,57
2023-08-19,Leite,16.47,0,57
2023-08-19,Refrigerante,39.44,0,55
2023-08-19,Pão,48.08,0,47
2023-08-19,Arroz,15.12,0,32
2023-08-19,Feijão,48.94,0,35
2023-08-19,Café,28.1,0,69
2023-08-19,Açúcar,43.08,0,77
2023-08-19,Manteiga,14.97,0,82
2023-08-20,Chocolate,29.22,0,84
2023-08-20,Biscoito,41.06,0,85
2023-08-20,Leite,16.93,0,89
2023-08-20,Refrigerante,11.25,0,38
2023-08-20,Pão,12.41,0,44
2023-08-20,Arroz,45.69,0,67
2023-08-20,Feijão,40.36,0,51
2023-08-20,Café,27.45,0,79
2023-08-20,Açúcar,8.34,0,24
2023-08-20,Manteiga,11.2,0,59
2023-08-21,Chocolate,33.47,0,65
2023-08-21,Biscoito,26.25,0,45
2023-08-21,Leite,49.93,0,24
2023-08-21,Refrigerante,23.3,0,73
2023-08-21,Pão,44.44,0,32
2023-08-21,Arroz,38.08,0,65
2023-08-21,Feijão,42.36,0,54
2023-08-21,Café,41.12,0,77
2023-08-21,Açúcar,40.61,0,28
2023-08-21,Manteiga,8.59,0,61
2023-08-22,Chocolate,16.1,0,27
2023-08-22,Biscoito,6.33,0,45
2023-08-22,Leite,31.01,0,73
2023-08-22,Refrigerante,41.57,0,59
2023-08-22,Pão,29.71,0,67
2023-08-22,Arroz,39.39,0,36
2023-08-22,Feijão,26.98,0,75
2023-08-22,Café,5.57,0,27
2023-08-22,Açúcar,29.07,0,49
2023-08-22,Manteiga,7.37,0,36
2023-08-23,Chocolate,26.05,0,68
2023-08-23,Biscoito,42.54,0,31
2023-08-23,Leite,32.72,1,51
2023-08-23,Refrigerante,42.03,0,49
2023-08-23,Pão,34.77,0,66
2023-08-23,Arroz,37.19,0,82
2023-08-23,Feijão,37.14,0,65
2023-08-23,Café,19.54,0,50
2023-08-23,Açúcar,44.94,0,68
2023-08-23,Manteiga,16.53,0,66
2023-08-24,Chocolate,18.72,0,40
2023-08-24,Biscoito,41.59,0,32
2023-08-24,Leite,37.47,0,31
2023-08-24,Refrigerante,36.05,0,32
2023-08-24,Pão,46.32,0,50
2023-08-24,Arroz,35.19,0,67
2023-08-24,Feijão,41.19,0,48
2023-08-24,Café,24.47,0,40
2023-08-24,Açúcar,27.56,0,71
2023-08-24,Manteiga,30.73,0,23
2023-08-25,Chocolate,24.25,0,76
2023-08-25,Biscoito,22.01,1,98
2023-08-25,Leite,6.14,0,57
2023-08-25,Refrigerante,28.95,0,60
2023-08-25,Pão,33.07,0,36
2023-08-25,Arroz,14.79,0,60
2023-08-25,Feijão,32.47,0,71
2023-08-25,Café,25.9,0,74
2023-08-25,Açúcar,49.5,0,62
2023-08-25,Manteiga,5.94,0,56
2023-08-26,Chocolate,32.11,0,39
2023-08-26,Biscoito,6.98,0,58
